年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1980/1/1,5.5,9.3,0.1
1980/1/2,2.7,6.6,-2.4
1980/1/3,5.6,9.3,2.8
1980/1/4,7.5,12.8,2.6
1980/1/5,4.3,8.7,-2.0
1980/1/6,1.2,9.4,-4.5
1980/1/7,2.6,12.6,-2.6
1980/1/8,-0.6,5.4,-5.8
1980/1/9,0.7,5.1,-4.1
1980/1/10,4.6,10.9,0.3
1980/1/11,2.3,6.5,-3.2
1980/1/12,0.1,6.1,-4.9
1980/1/13,0.5,2.2,-1.2
1980/1/14,2.5,9.8,-2.1
1980/1/15,2.9,9.6,-2.5
1980/1/16,2.2,10.2,-4.9
1980/1/17,2.5,9.3,-5.1
1980/1/18,1.3,7.6,-5.0
1980/1/19,1.9,8.7,-5.3
1980/1/20,2.8,10.7,-3.6
1980/1/21,1.4,7.2,-3.7
1980/1/22,0.4,6.6,-4.9
1980/1/23,0.4,8.1,-6.9
1980/1/24,1.8,9.1,-3.6
1980/1/25,0.8,9.0,-5.7
1980/1/26,2.3,11.4,-4.7
1980/1/27,4.1,14.8,-5.4
1980/1/28,9.1,18.6,0.0
1980/1/29,7.7,9.1,5.5
1980/1/30,6.6,10.2,5.2
1980/1/31,4.4,7.2,0.9
1980/2/1,2.2,7.9,-1.6
1980/2/2,3.8,10.9,-2.1
1980/2/3,3.3,9.1,-2.9
1980/2/4,3.0,8.8,-3.7
1980/2/5,4.0,6.9,0.3
1980/2/6,0.4,4.8,-4.2
1980/2/7,0.6,6.9,-4.9
1980/2/8,0.6,4.4,-3.5
1980/2/9,1.8,7.6,-4.1
1980/2/10,2.8,9.3,-4.4
1980/2/11,3.4,10.0,-3.0
1980/2/12,2.6,8.8,-3.8
1980/2/13,2.9,8.8,-3.0
1980/2/14,0.2,5.1,-3.7
1980/2/15,1.9,8.7,-6.0
1980/2/16,0.8,6.2,-4.9
1980/2/17,0.6,5.8,-3.7
1980/2/18,2.3,9.2,-5.9
1980/2/19,1.0,3.4,-1.7
1980/2/20,3.5,10.7,-3.3
1980/2/21,2.5,7.8,-2.0
1980/2/22,1.6,8.2,-5.6
1980/2/23,2.6,8.2,-1.1
1980/2/24,4.3,12.0,-2.7
1980/2/25,4.3,11.1,-3.1
1980/2/26,5.1,10.4,0.6
1980/2/27,7.4,12.4,1.3
1980/2/28,1.5,4.1,-1.0
1980/2/29,5.0,12.2,-2.6
1980/3/1,4.5,7.2,1.1
1980/3/2,4.8,10.2,-2.0
1980/3/3,4.3,6.0,2.0
1980/3/4,5.9,10.9,0.2
1980/3/5,4.2,7.5,-0.1
1980/3/6,3.5,5.3,1.2
1980/3/7,4.9,6.2,2.5
1980/3/8,9.4,15.6,3.1
1980/3/9,4.8,7.6,2.7
1980/3/10,10.3,17.2,4.8
1980/3/11,4.8,10.0,0.5
1980/3/12,3.6,10.6,-2.0
1980/3/13,4.7,12.2,-3.0
1980/3/14,4.1,7.3,1.5
1980/3/15,5.9,12.3,0.8
1980/3/16,4.7,11.1,-2.2
1980/3/17,5.9,12.3,-0.7
1980/3/18,4.7,9.3,-0.4
1980/3/19,3.4,5.3,1.6
1980/3/20,7.8,17.4,-1.3
1980/3/21,8.6,12.5,4.7
1980/3/22,1.9,6.8,0.3
1980/3/23,4.1,8.6,0.4
1980/3/24,4.9,10.2,0.1
1980/3/25,5.7,11.7,-1.1
1980/3/26,7.0,11.9,2.4
1980/3/27,7.5,15.7,-0.3
1980/3/28,8.2,16.0,0.3
1980/3/29,10.7,17.6,3.9
1980/3/30,15.0,22.2,9.5
1980/3/31,11.4,16.7,6.6
