年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1970/1/1,6.6,9.5,3.2
1970/1/2,7.4,10.3,3.2
1970/1/3,6.4,8.4,5.1
1970/1/4,4.4,7.7,0.7
1970/1/5,1.5,6.9,-1.6
1970/1/6,4.2,10.3,-3.0
1970/1/7,7.2,13.0,0.9
1970/1/8,5.3,8.3,1.7
1970/1/9,4.1,9.0,-0.7
1970/1/10,5.6,10.3,1.2
1970/1/11,6.0,12.4,-0.4
1970/1/12,6.7,10.3,4.1
1970/1/13,7.7,14.5,2.5
1970/1/14,3.4,8.1,-0.2
1970/1/15,3.9,6.8,0.8
1970/1/16,0.2,4.3,-3.4
1970/1/17,-0.8,5.1,-6.2
1970/1/18,2.5,8.5,-2.6
1970/1/19,4.1,8.0,-0.9
1970/1/20,4.2,10.0,-0.5
1970/1/21,4.8,11.6,-0.7
1970/1/22,4.5,9.2,0.0
1970/1/23,4.3,9.4,1.6
1970/1/24,4.7,8.9,-0.2
1970/1/25,4.3,8.4,1.5
1970/1/26,5.1,8.6,1.0
1970/1/27,4.3,10.1,-1.0
1970/1/28,3.5,9.3,-1.6
1970/1/29,6.0,11.9,-0.6
1970/1/30,10.3,14.7,5.2
1970/1/31,9.8,14.3,4.1
1970/2/1,5.0,9.5,2.6
1970/2/2,4.3,9.7,1.2
1970/2/3,4.0,9.5,-0.8
1970/2/4,6.1,10.7,1.5
1970/2/5,1.1,5.0,-2.1
1970/2/6,1.9,8.6,-3.6
1970/2/7,5.6,10.0,-2.2
1970/2/8,6.6,13.1,2.2
1970/2/9,5.7,13.2,-0.6
1970/2/10,1.8,6.7,-2.4
1970/2/11,2.8,8.6,-3.2
1970/2/12,6.4,11.9,-0.2
1970/2/13,9.6,13.3,2.7
1970/2/14,11.6,17.1,7.3
1970/2/15,8.1,13.3,3.5
1970/2/16,4.3,8.2,0.9
1970/2/17,6.5,12.4,-0.1
1970/2/18,9.2,14.4,3.4
1970/2/19,10.7,16.1,3.3
1970/2/20,14.2,17.2,11.7
1970/2/21,11.1,15.2,8.7
1970/2/22,6.4,9.0,5.0
1970/2/23,6.0,7.7,3.9
1970/2/24,7.2,9.5,3.8
1970/2/25,8.6,10.9,6.9
1970/2/26,8.2,10.3,6.6
1970/2/27,8.3,12.7,4.3
1970/2/28,5.4,7.3,4.5
1970/3/1,4.6,9.4,-0.8
1970/3/2,1.2,7.1,-3.1
1970/3/3,4.4,7.2,0.8
1970/3/4,5.2,7.5,2.1
1970/3/5,2.2,7.1,-1.3
1970/3/6,2.6,8.9,-2.4
1970/3/7,2.7,8.2,-0.8
1970/3/8,4.8,11.5,-1.3
1970/3/9,7.9,13.5,-1.6
1970/3/10,9.6,12.0,7.1
1970/3/11,6.8,9.1,4.5
1970/3/12,3.6,5.2,2.6
1970/3/13,3.7,5.7,2.5
1970/3/14,3.8,6.6,2.2
1970/3/15,7.5,11.2,3.1
1970/3/16,11.7,16.2,8.5
1970/3/17,5.2,11.0,0.9
1970/3/18,5.2,9.0,-0.1
1970/3/19,4.8,9.9,0.8
1970/3/20,3.1,8.7,-0.5
1970/3/21,4.5,9.7,-1.2
1970/3/22,4.9,8.5,1.2
1970/3/23,4.8,8.1,2.2
1970/3/24,7.9,12.1,2.8
1970/3/25,6.9,10.7,1.6
1970/3/26,5.7,10.2,0.9
1970/3/27,9.9,13.5,4.9
1970/3/28,10.6,12.9,7.9
1970/3/29,12.9,16.7,10.2
1970/3/30,12.3,16.7,7.6
1970/3/31,9.1,11.8,6.6
1970/4/1,10.8,14.6,7.0
1970/4/2,9.1,11.8,7.7
1970/4/3,10.9,13.5,9.3
1970/4/4,10.0,12.5,8.3
1970/4/5,8.7,11.8,5.6
1970/4/6,11.1,15.4,3.6
1970/4/7,14.4,16.2,12.2
1970/4/8,13.0,15.2,10.5
1970/4/9,13.9,16.9,11.6
1970/4/10,13.8,18.7,9.5
1970/4/11,13.0,14.6,11.6
1970/4/12,11.3,14.5,8.4
1970/4/13,9.5,14.6,6.4
1970/4/14,8.9,11.7,5.3
1970/4/15,12.6,15.4,9.2
1970/4/16,13.8,16.8,10.7
1970/4/17,15.2,18.2,11.1
1970/4/18,11.0,16.1,8.2
1970/4/19,13.8,17.9,10.9
1970/4/20,15.9,19.2,13.4
1970/4/21,14.7,17.5,12.0
1970/4/22,10.0,12.1,8.1
1970/4/23,10.7,14.2,8.4
1970/4/24,12.4,17.2,7.1
1970/4/25,14.4,17.9,10.2
1970/4/26,14.7,17.9,13.6
1970/4/27,16.0,19.2,13.8
1970/4/28,13.1,15.3,12.1
1970/4/29,13.7,17.0,12.2
1970/4/30,14.1,16.4,12.2
1970/5/1,14.6,18.3,10.1
1970/5/2,14.7,18.7,9.9
