年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1960/1/1,6.4,9.5,3.8
1960/1/2,4.0,9.3,-3.5
1960/1/3,2.7,10.9,-5.6
1960/1/4,4.0,12.1,-1.8
1960/1/5,8.4,18.9,-3.5
1960/1/6,4.8,10.3,-2.3
1960/1/7,3.6,9.1,-1.8
1960/1/8,2.1,10.1,-3.8
1960/1/9,1.9,10.5,-5.6
1960/1/10,4.8,12.3,-3.8
1960/1/11,6.8,14.1,-0.4
1960/1/12,5.9,10.1,0.0
1960/1/13,2.9,9.9,-5.0
1960/1/14,3.5,8.3,-0.8
1960/1/15,4.0,11.7,-4.2
1960/1/16,2.2,3.7,0.9
1960/1/17,3.7,6.9,0.8
1960/1/18,2.7,6.5,-1.5
1960/1/19,2.8,6.2,-2.0
1960/1/20,1.0,6.5,-6.0
1960/1/21,1.6,12.1,-6.8
1960/1/22,1.9,7.1,-7.7
1960/1/23,0.9,5.9,-5.3
1960/1/24,-1.7,2.9,-6.2
1960/1/25,-0.4,6.3,-11.9
1960/1/26,1.3,9.7,-6.8
1960/1/27,2.4,7.1,-4.2
1960/1/28,0.8,4.9,-8.2
1960/1/29,2.8,7.7,-4.8
1960/1/30,2.1,10.1,-1.8
1960/1/31,2.6,11.8,-5.6
1960/2/1,4.9,13.5,-3.0
1960/2/2,6.0,7.9,1.0
1960/2/3,4.7,7.4,2.4
1960/2/4,2.6,11.5,-3.6
1960/2/5,3.3,9.3,-4.1
1960/2/6,3.3,12.3,-1.5
1960/2/7,3.7,15.9,-5.4
1960/2/8,6.0,17.1,-3.4
1960/2/9,10.2,18.5,3.5
1960/2/10,6.7,9.3,0.0
1960/2/11,2.1,7.8,-0.6
1960/2/12,0.5,7.9,-7.3
1960/2/13,1.9,10.3,-8.8
1960/2/14,5.8,15.9,-4.9
1960/2/15,1.7,6.3,-4.8
1960/2/16,1.3,9.6,-9.8
1960/2/17,3.6,10.3,-4.2
1960/2/18,3.4,11.4,-2.0
1960/2/19,2.8,10.4,-3.0
1960/2/20,6.0,13.8,-3.9
1960/2/21,6.2,15.2,-2.4
1960/2/22,4.5,11.5,-3.5
1960/2/23,2.6,13.6,-6.6
1960/2/24,5.7,16.0,-3.2
1960/2/25,7.2,18.7,-3.2
1960/2/26,7.6,17.9,-2.0
1960/2/27,3.5,4.3,2.6
1960/2/28,4.5,9.3,-1.0
1960/2/29,6.6,14.1,-2.2
1960/3/1,7.9,15.3,2.0
1960/3/2,6.9,17.0,-1.7
1960/3/3,6.7,13.4,-0.5
1960/3/4,2.4,4.3,1.4
1960/3/5,5.1,10.4,-0.8
1960/3/6,8.9,16.7,2.2
1960/3/7,7.6,15.1,-0.8
1960/3/8,6.6,10.9,-1.7
1960/3/9,7.8,12.1,5.4
1960/3/10,9.4,14.3,5.5
1960/3/11,10.9,15.4,6.4
1960/3/12,14.7,18.6,10.2
1960/3/13,7.5,12.6,8.7
1960/3/14,4.0,9.9,-2.6
1960/3/15,4.2,9.3,0.2
1960/3/16,1.2,7.3,-2.2
1960/3/17,4.9,12.1,-5.0
1960/3/18,5.1,11.5,-2.4
1960/3/19,4.2,13.5,-6.8
1960/3/20,9.6,17.7,-2.3
1960/3/21,15.5,17.6,8.1
1960/3/22,5.7,9.3,4.1
1960/3/23,7.0,14.9,-3.5
1960/3/24,6.6,12.7,4.6
1960/3/25,3.3,11.0,-7.2
1960/3/26,5.7,8.7,2.2
1960/3/27,9.2,14.7,2.0
1960/3/28,8.5,15.6,-2.6
1960/3/29,10.3,19.8,-1.0
1960/3/30,11.7,20.5,6.7
1960/3/31,12.8,22.3,6.8
1960/4/1,7.5,9.8,5.4
1960/4/2,6.3,11.7,0.5
1960/4/3,6.2,10.6,2.0
1960/4/4,6.9,9.3,3.7
1960/4/5,8.7,13.9,6.2
1960/4/6,10.2,17.9,0.5
1960/4/7,11.3,14.6,7.6
1960/4/8,7.6,14.9,-1.9
1960/4/9,9.9,20.3,-0.1
1960/4/10,12.9,19.6,1.0
1960/4/11,15.0,19.7,11.5
1960/4/12,8.5,12.6,1.5
1960/4/13,12.4,16.6,6.2
1960/4/14,15.9,23.3,10.8
1960/4/15,12.2,15.5,7.2
1960/4/16,8.7,12.7,6.5
1960/4/17,10.4,15.5,3.6
1960/4/18,9.9,15.6,6.7
1960/4/19,9.5,13.6,3.3
1960/4/20,10.8,13.0,8.2
1960/4/21,14.5,20.4,8.2
1960/4/22,13.0,23.4,3.4
1960/4/23,11.9,21.5,2.8
1960/4/24,13.3,20.1,6.4
1960/4/25,15.5,17.3,12.3
1960/4/26,16.9,23.3,12.6
1960/4/27,14.3,17.3,12.0
1960/4/28,12.9,17.1,10.2
1960/4/29,15.0,20.9,10.5
1960/4/30,12.7,16.0,8.8
1960/5/1,15.5,21.6,8.7
1960/5/2,16.5,22.9,12.1
1960/5/3,15.7,24.1,8.1
1960/5/4,18.1,23.5,11.4
1960/5/5,19.1,23.1,16.3
1960/5/6,17.9,23.8,18.5
1960/5/7,10.4,13.2,11.2
1960/5/8,12.0,19.8,3.7
1960/5/9,13.8,18.5,5.7
1960/5/10,10.8,13.5,12.1
1960/5/11,9.6,15.3,6.4
1960/5/12,13.9,21.1,2.9
1960/5/13,17.5,25.4,8.8
1960/5/14,14.1,15.4,13.4
1960/5/15,19.6,23.7,12.2
1960/5/16,18.4,21.5,15.6
1960/5/17,19.0,26.8,10.0
1960/5/18,16.2,20.3,11.2
1960/5/19,15.8,18.9,13.0
1960/5/20,13.1,15.7,13.4
1960/5/21,15.0,19.4,10.7
1960/5/22,17.5,23.9,10.9
1960/5/23,17.4,24.5,9.8
1960/5/24,16.8,22.6,13.1
1960/5/25,17.3,22.9,9.5
1960/5/26,19.0,24.1,13.4
1960/5/27,17.7,20.2,15.0
1960/5/28,21.2,24.7,17.3
1960/5/29,21.1,24.9,19.1
1960/5/30,19.5,27.3,12.2
1960/5/31,15.2,19.1,13.4
1960/6/1,14.6,19.3,11.0
1960/6/2,15.5,20.0,10.4
1960/6/3,18.7,25.3,11.6
1960/6/4,19.2,21.9,15.0
1960/6/5,17.6,18.7,17.7
1960/6/6,20.1,27.1,15.4
1960/6/7,19.6,27.1,12.7
1960/6/8,16.9,19.3,15.5
1960/6/9,18.1,22.9,12.6
1960/6/10,20.6,27.8,15.5
1960/6/11,17.5,22.8,11.6
1960/6/12,15.2,20.1,12.8
1960/6/13,15.7,21.3,10.4
1960/6/14,19.5,25.5,10.7
1960/6/15,19.5,23.5,17.0
1960/6/16,17.4,18.4,16.4
1960/6/17,20.5,26.7,14.7
1960/6/18,21.9,27.9,16.3
1960/6/19,20.8,26.0,18.4
1960/6/20,20.9,26.5,16.7
1960/6/21,19.9,25.7,14.3
1960/6/22,22.6,25.1,18.5
1960/6/23,23.5,27.7,20.5
1960/6/24,22.5,27.3,19.3
1960/6/25,23.2,25.7,19.7
1960/6/26,20.4,25.5,17.8
1960/6/27,22.3,27.8,16.1
1960/6/28,24.4,30.5,19.0
1960/6/29,23.9,30.4,18.1
1960/6/30,25.2,30.3,20.5
1960/7/1,26.1,30.0,22.6
1960/7/2,23.9,27.3,21.7
1960/7/3,23.9,29.2,16.8
1960/7/4,25.5,29.2,19.9
1960/7/5,21.3,24.4,21.5
1960/7/6,20.5,26.0,16.8
1960/7/7,20.3,24.3,17.3
1960/7/8,20.6,23.0,18.2
1960/7/9,23.9,29.3,19.5
1960/7/10,25.1,30.5,20.8
1960/7/11,23.4,27.7,17.8
1960/7/12,22.9,27.3,19.5
1960/7/13,21.7,23.4,20.5
1960/7/14,23.6,27.9,18.0
1960/7/15,24.9,31.3,21.3
1960/7/16,22.8,26.5,20.3
1960/7/17,22.7,26.5,20.7
1960/7/18,22.9,30.3,15.8
1960/7/19,25.0,32.3,18.1
1960/7/20,26.2,33.5,20.1
1960/7/21,25.5,32.1,20.5
1960/7/22,27.2,32.8,23.0
1960/7/23,25.7,31.1,21.7
1960/7/24,25.9,31.4,20.9
1960/7/25,26.1,29.9,23.8
1960/7/26,26.2,30.0,22.3
1960/7/27,25.9,31.4,21.5
1960/7/28,25.9,31.2,22.0
1960/7/29,22.9,24.5,22.1
1960/7/30,22.9,27.0,20.1
1960/7/31,25.8,30.1,19.5
1960/8/1,28.3,33.8,23.8
1960/8/2,28.1,34.2,24.1
1960/8/3,27.2,32.0,22.5
1960/8/4,28.3,32.5,24.8
1960/8/5,27.1,32.6,23.5
1960/8/6,26.9,32.6,22.0
1960/8/7,26.3,32.9,21.0
1960/8/8,26.6,32.9,20.3
1960/8/9,26.6,33.6,17.3
1960/8/10,25.2,30.5,22.5
1960/8/11,27.4,30.3,24.5
1960/8/12,27.8,30.7,24.9
1960/8/13,26.8,28.7,25.7
1960/8/14,21.5,24.8,20.4
1960/8/15,22.2,26.8,18.1
1960/8/16,21.5,26.8,15.9
1960/8/17,21.3,26.8,14.3
1960/8/18,21.8,27.0,15.8
1960/8/19,22.3,23.4,20.2
1960/8/20,23.3,24.4,21.7
1960/8/21,25.6,32.5,21.4
1960/8/22,23.8,26.4,21.6
1960/8/23,22.8,26.0,21.1
1960/8/24,22.3,25.7,20.5
1960/8/25,23.3,28.4,20.1
1960/8/26,25.2,30.5,21.3
1960/8/27,25.0,28.8,21.3
1960/8/28,26.9,32.1,22.7
1960/8/29,26.8,30.4,23.2
1960/8/30,27.4,31.5,25.1
1960/8/31,26.8,32.7,22.5
1960/9/1,25.7,29.7,23.1
1960/9/2,24.6,30.7,19.2
1960/9/3,24.8,29.8,19.7
1960/9/4,26.4,32.5,22.2
1960/9/5,22.2,26.5,22.1
1960/9/6,22.5,26.3,18.3
1960/9/7,21.4,23.7,19.1
1960/9/8,21.8,25.5,18.3
1960/9/9,22.7,25.7,20.9
1960/9/10,22.9,27.7,19.1
1960/9/11,22.4,25.5,19.9
1960/9/12,21.4,22.7,20.2
1960/9/13,22.5,24.9,20.1
1960/9/14,25.3,29.9,21.5
1960/9/15,26.7,29.9,24.7
1960/9/16,23.6,27.9,21.1
1960/9/17,23.7,27.0,21.1
1960/9/18,23.4,27.2,21.7
1960/9/19,26.2,30.3,23.0
1960/9/20,22.3,25.7,22.7
1960/9/21,20.9,27.0,17.2
1960/9/22,19.8,26.8,12.6
1960/9/23,20.9,27.5,13.0
1960/9/24,23.1,29.3,18.8
1960/9/25,21.7,26.3,20.1
1960/9/26,17.2,23.6,11.3
1960/9/27,20.8,25.3,12.3
1960/9/28,17.4,20.5,18.1
1960/9/29,16.0,21.4,8.5
1960/9/30,16.3,23.3,8.7
1960/10/1,18.1,25.2,9.0
1960/10/2,18.7,23.1,17.3
1960/10/3,16.5,20.7,8.4
1960/10/4,16.6,21.7,13.3
1960/10/5,17.0,23.5,10.2
1960/10/6,16.9,21.1,12.0
1960/10/7,17.6,20.1,16.1
1960/10/8,20.1,26.8,15.9
1960/10/9,18.5,23.8,16.0
1960/10/10,16.6,16.8,16.0
1960/10/11,17.9,21.7,13.4
1960/10/12,17.0,20.3,13.3
1960/10/13,16.0,20.6,15.3
1960/10/14,13.5,19.7,4.8
1960/10/15,16.3,21.5,9.8
1960/10/16,17.4,23.7,8.9
1960/10/17,17.7,22.8,15.1
1960/10/18,16.3,20.9,14.1
1960/10/19,15.2,19.1,10.5
1960/10/20,13.0,14.1,11.3
1960/10/21,13.5,20.7,10.5
1960/10/22,11.6,21.1,3.0
1960/10/23,13.2,19.1,5.4
1960/10/24,13.7,20.5,8.2
1960/10/25,13.5,21.0,5.3
1960/10/26,12.3,15.1,11.0
1960/10/27,14.6,19.8,10.0
1960/10/28,12.5,18.3,10.7
1960/10/29,11.1,16.3,5.6
1960/10/30,13.5,17.2,10.5
1960/10/31,14.1,17.8,12.4
1960/11/1,14.4,19.9,5.6
