年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1920/1/1,,,
1920/1/2,,,
1920/1/3,,,
1920/1/4,,,
1920/1/5,,,
1920/1/6,,,
1920/1/7,,,
1920/1/8,,,
1920/1/9,,,
1920/1/10,,,
1920/1/11,,,
1920/1/12,,,
1920/1/13,,,
1920/1/14,,,
1920/1/15,,,
1920/1/16,,,
1920/1/17,,,
1920/1/18,,,
1920/1/19,,,
1920/1/20,,,
1920/1/21,,,
1920/1/22,,,
1920/1/23,,,
1920/1/24,,,
1920/1/25,,,
1920/1/26,,,
1920/1/27,,,
1920/1/28,,,
1920/1/29,,,
1920/1/30,,,
1920/1/31,,,
1920/2/1,,,
1920/2/2,,,
1920/2/3,,,
1920/2/4,,,
1920/2/5,,,
1920/2/6,,,
1920/2/7,,,
1920/2/8,,,
1920/2/9,,,
1920/2/10,,,
1920/2/11,,,
1920/2/12,,,
1920/2/13,,,
1920/2/14,,,
1920/2/15,,,
1920/2/16,,,
1920/2/17,,,
1920/2/18,,,
1920/2/19,,,
1920/2/20,,,
1920/2/21,,,
1920/2/22,,,
1920/2/23,,,
1920/2/24,,,
1920/2/25,,,
1920/2/26,,,
1920/2/27,,,
1920/2/28,,,
1920/2/29,,,
1920/3/1,,,
1920/3/2,,,
1920/3/3,,,
1920/3/4,,,
1920/3/5,,,
1920/3/6,,,
1920/3/7,,,
1920/3/8,,,
1920/3/9,,,
1920/3/10,,,
1920/3/11,,,
1920/3/12,,,
1920/3/13,,,
1920/3/14,,,
1920/3/15,,,
1920/3/16,,,
1920/3/17,,,
1920/3/18,,,
1920/3/19,,,
1920/3/20,,,
1920/3/21,,,
1920/3/22,,,
1920/3/23,,,
1920/3/24,,,
1920/3/25,,,
1920/3/26,,,
1920/3/27,,,
1920/3/28,,,
1920/3/29,,,
1920/3/30,,,
1920/3/31,,,
1920/4/1,,,
1920/4/2,,,
1920/4/3,,,
1920/4/4,,,
1920/4/5,,,
1920/4/6,,,
1920/4/7,,,
1920/4/8,,,
1920/4/9,,,
1920/4/10,,,
1920/4/11,,,
1920/4/12,,,
1920/4/13,,,
1920/4/14,,,
1920/4/15,,,
1920/4/16,,,
1920/4/17,,,
1920/4/18,,,
1920/4/19,,,
1920/4/20,,,
1920/4/21,,,
1920/4/22,,,
1920/4/23,,,
1920/4/24,,,
1920/4/25,,,
1920/4/26,,,
1920/4/27,,,
1920/4/28,,,
1920/4/29,,,
1920/4/30,,,
1920/5/1,,,
1920/5/2,,,
1920/5/3,,,
1920/5/4,,,
1920/5/5,,,
1920/5/6,,,
1920/5/7,,,
1920/5/8,,,
1920/5/9,,,
1920/5/10,,,
1920/5/11,,,
1920/5/12,,,
1920/5/13,,,
1920/5/14,,,
1920/5/15,,,
1920/5/16,,,
1920/5/17,,,
1920/5/18,,,
1920/5/19,,,
1920/5/20,,,
1920/5/21,,,
1920/5/22,,,
1920/5/23,,,
1920/5/24,,,
1920/5/25,,,
1920/5/26,,,
1920/5/27,,,
1920/5/28,,,
1920/5/29,,,
1920/5/30,,,
1920/5/31,,,
1920/6/1,,,
1920/6/2,,,
1920/6/3,,,
1920/6/4,,,
1920/6/5,,,
1920/6/6,,,
1920/6/7,,,
1920/6/8,,,
1920/6/9,,,
1920/6/10,,,
1920/6/11,,,
1920/6/12,,,
1920/6/13,,,
1920/6/14,,,
1920/6/15,,,
1920/6/16,,,
1920/6/17,,,
1920/6/18,,,
1920/6/19,,,
1920/6/20,,,
1920/6/21,,,
1920/6/22,,,
1920/6/23,,,
1920/6/24,,,
1920/6/25,,,
1920/6/26,,,
1920/6/27,,,
1920/6/28,,,
1920/6/29,,,
1920/6/30,,,
1920/7/1,,,
1920/7/2,,,
1920/7/3,,,
1920/7/4,,,
1920/7/5,,,
1920/7/6,,,
1920/7/7,,,
1920/7/8,,,
1920/7/9,,,
1920/7/10,,,
1920/7/11,,,
1920/7/12,,,
1920/7/13,,,
1920/7/14,,,
1920/7/15,,,
1920/7/16,,,
1920/7/17,,,
1920/7/18,,,
1920/7/19,,,
1920/7/20,,,
1920/7/21,,,
1920/7/22,,,
1920/7/23,,,
1920/7/24,,,
1920/7/25,,,
1920/7/26,,,
1920/7/27,,,
1920/7/28,,,
1920/7/29,,,
1920/7/30,,,
1920/7/31,,,
1920/8/1,,,
1920/8/2,,,
1920/8/3,,,
1920/8/4,,,
1920/8/5,,,
1920/8/6,,,
1920/8/7,,,
1920/8/8,,,
1920/8/9,,,
1920/8/10,,,
1920/8/11,,,
1920/8/12,,,
1920/8/13,,,
1920/8/14,,,
1920/8/15,,,
1920/8/16,,,
1920/8/17,,,
1920/8/18,,,
1920/8/19,,,
1920/8/20,,,
1920/8/21,,,
1920/8/22,,,
1920/8/23,,,
1920/8/24,,,
1920/8/25,,,
