年月日,平均気温(℃),最高気温(℃),最低気温(℃)
1950/1/1,3.0,4.7,1.5
1950/1/2,5.3,9.8,2.5
1950/1/3,5.1,12.4,-1.3
1950/1/4,4.8,8.6,0.2
1950/1/5,1.4,4.0,-2.1
1950/1/6,-0.2,7.2,-6.7
1950/1/7,-1.8,5.0,-6.0
1950/1/8,-0.8,10.0,-10.0
1950/1/9,2.9,11.3,-6.9
1950/1/10,1.1,5.2,-1.9
1950/1/11,2.1,6.0,-3.3
1950/1/12,3.8,9.1,-1.6
1950/1/13,2.4,9.8,-2.4
1950/1/14,-0.8,1.1,-5.9
1950/1/15,6.1,11.0,1.5
1950/1/16,3.3,14.0,-3.9
1950/1/17,5.1,14.9,-5.1
1950/1/18,6.2,9.2,1.8
1950/1/19,7.1,8.9,5.7
1950/1/20,4.1,10.2,-2.5
1950/1/21,3.3,11.8,-5.1
1950/1/22,2.6,9.4,-1.9
1950/1/23,2.8,12.6,-5.6
1950/1/24,-0.5,7.0,-4.8
1950/1/25,0.1,10.4,-9.8
1950/1/26,3.1,10.6,-5.7
1950/1/27,5.8,14.9,0.8
1950/1/28,8.0,15.7,-1.6
1950/1/29,6.9,12.6,0.2
1950/1/30,5.1,12.6,-1.1
1950/1/31,11.4,18.2,3.0
1950/2/1,3.1,7.2,-1.8
1950/2/2,2.1,9.4,-3.1
1950/2/3,1.7,3.6,-2.1
1950/2/4,4.9,11.6,-1.5
1950/2/5,2.4,9.7,-3.3
1950/2/6,3.9,12.9,-3.1
1950/2/7,4.5,16.7,-3.3
1950/2/8,3.8,11.7,-4.7
1950/2/9,11.4,19.4,3.7
1950/2/10,8.8,14.0,2.1
1950/2/11,4.4,7.8,0.0
1950/2/12,3.5,5.0,0.6
1950/2/13,2.3,10.4,-2.9
1950/2/14,1.4,6.3,-2.3
1950/2/15,0.9,3.5,-0.7
1950/2/16,1.2,3.4,-1.4
1950/2/17,3.3,7.2,0.5
1950/2/18,2.7,8.0,-2.6
1950/2/19,2.1,10.3,-5.1
1950/2/20,3.4,8.9,-0.7
1950/2/21,-0.5,8.0,-6.8
1950/2/22,1.7,10.1,-5.0
1950/2/23,2.7,12.1,-5.1
1950/2/24,2.2,8.0,-5.9
1950/2/25,5.3,13.5,-3.1
1950/2/26,6.8,12.8,0.4
1950/2/27,2.7,8.8,-3.0
1950/2/28,-1.1,5.6,-4.5
1950/3/1,0.7,9.8,-6.1
1950/3/2,4.3,13.8,-5.6
1950/3/3,2.7,10.4,-1.9
1950/3/4,5.9,17.8,-3.1
1950/3/5,6.1,17.1,-1.8
1950/3/6,6.9,16.2,-2.5
1950/3/7,12.3,16.9,7.3
1950/3/8,8.6,14.6,7.8
1950/3/9,5.8,8.2,3.4
1950/3/10,6.2,10.8,1.0
1950/3/11,8.7,16.4,2.6
1950/3/12,3.2,9.0,-1.0
1950/3/13,2.8,9.8,-6.8
1950/3/14,5.9,12.8,-3.4
1950/3/15,3.5,12.4,-6.3
1950/3/16,1.7,12.8,-7.2
1950/3/17,5.2,14.8,-5.9
1950/3/18,7.8,16.4,-0.6
1950/3/19,10.4,15.5,6.6
1950/3/20,4.7,8.8,1.5
1950/3/21,3.8,10.6,-1.0
1950/3/22,2.3,8.0,-4.6
1950/3/23,2.7,12.1,-4.0
1950/3/24,5.0,14.4,-5.3
1950/3/25,11.4,17.8,2.8
1950/3/26,9.0,12.5,7.8
1950/3/27,8.0,11.7,6.3
1950/3/28,8.3,12.4,4.5
1950/3/29,10.0,15.6,7.8
1950/3/30,9.8,13.5,7.3
1950/3/31,11.9,18.5,6.2
1950/4/1,12.9,15.2,10.5
1950/4/2,13.9,18.3,9.1
1950/4/3,11.4,17.4,5.4
1950/4/4,15.0,21.4,10.6
1950/4/5,10.8,13.1,9.0
1950/4/6,11.9,14.4,9.4
1950/4/7,8.0,10.2,6.4
1950/4/8,9.0,14.8,3.4
1950/4/9,8.4,15.3,3.1
1950/4/10,9.8,18.5,0.3
1950/4/11,11.6,18.9,6.3
1950/4/12,11.3,20.8,3.3
1950/4/13,12.8,19.4,5.6
1950/4/14,12.9,18.2,7.7
1950/4/15,11.0,16.7,6.2
1950/4/16,13.8,21.0,6.3
1950/4/17,15.5,21.7,10.0
1950/4/18,14.7,19.3,11.5
1950/4/19,16.6,23.6,12.8
1950/4/20,8.8,12.8,7.5
1950/4/21,11.7,14.0,6.7
1950/4/22,13.0,19.1,9.2
1950/4/23,13.4,17.6,9.6
1950/4/24,15.1,19.4,9.4
1950/4/25,15.3,17.8,13.3
1950/4/26,15.6,21.0,12.2
1950/4/27,13.8,19.3,9.9
1950/4/28,13.8,22.3,8.2
