年月日,平均気温(℃),最高気温(℃),最低気温(℃)
2000/1/1,6.4,10.9,2.9
2000/1/2,6.2,9.0,1.5
2000/1/3,7.4,14.2,2.7
2000/1/4,6.7,12.1,1.0
2000/1/5,6.7,10.8,-0.5
2000/1/6,12.4,16.2,9.5
2000/1/7,11.1,14.7,7.6
2000/1/8,9.7,11.7,6.3
2000/1/9,8.7,12.0,3.5
2000/1/10,9.0,12.5,6.7
2000/1/11,5.6,10.3,2.0
2000/1/12,5.5,7.8,1.1
2000/1/13,8.5,11.5,4.6
2000/1/14,10.4,14.8,8.4
2000/1/15,7.7,10.1,5.8
2000/1/16,6.4,9.6,1.9
2000/1/17,6.6,8.5,3.9
2000/1/18,7.0,8.6,6.2
2000/1/19,5.9,7.2,2.4
2000/1/20,5.8,10.8,1.5
2000/1/21,2.3,5.4,-0.4
2000/1/22,1.7,6.6,-4.3
2000/1/23,5.6,9.2,1.0
2000/1/24,6.7,10.1,3.4
2000/1/25,2.8,5.2,0.6
2000/1/26,2.0,6.1,-2.2
2000/1/27,1.3,4.2,-1.7
2000/1/28,1.5,6.5,-3.0
2000/1/29,3.9,10.4,-2.4
2000/1/30,7.6,13.8,1.7
2000/1/31,4.1,8.9,-0.4
2000/2/1,2.4,7.5,-2.6
2000/2/2,4.5,9.9,1.0
2000/2/3,5.5,9.6,0.7
2000/2/4,5.9,7.9,1.0
2000/2/5,4.0,9.6,-1.8
2000/2/6,7.6,9.3,5.3
2000/2/7,8.0,12.9,3.1
2000/2/8,6.8,9.3,0.1
2000/2/9,3.1,8.3,-0.1
2000/2/10,2.9,8.3,-2.6
2000/2/11,3.7,10.0,-1.7
2000/2/12,4.8,10.6,-1.5
2000/2/13,5.4,10.0,0.9
2000/2/14,5.4,7.5,2.4
2000/2/15,2.1,6.1,-0.9
2000/2/16,1.1,5.8,-3.6
2000/2/17,1.9,7.7,-3.5
2000/2/18,1.9,7.5,-2.8
2000/2/19,3.3,7.1,-3.4
2000/2/20,4.3,5.8,0.8
2000/2/21,2.9,6.8,0.0
2000/2/22,2.4,6.9,-0.1
2000/2/23,3.7,7.7,-0.8
2000/2/24,2.6,8.1,-1.8
2000/2/25,0.6,5.9,-4.5
2000/2/26,0.8,3.6,-2.1
2000/2/27,3.4,8.1,-0.1
2000/2/28,5.7,11.3,1.7
2000/2/29,2.4,7.1,-0.7
2000/3/1,2.9,8.3,-2.5
2000/3/2,5.2,11.0,-0.7
2000/3/3,8.3,15.2,1.0
2000/3/4,11.6,16.8,8.5
2000/3/5,10.1,14.6,5.5
2000/3/6,6.6,8.2,5.0
2000/3/7,8.0,15.4,0.8
2000/3/8,5.4,10.4,0.4
